# Actuator to sensor matrix LABAO_S2
# One line of sensor movement per actuator 
  0.30   0.08  -0.06  -0.39   0.40   0.33   0.05  -0.40  -0.24  -0.47   0.91   1.17   0.17  -0.48  -0.45  -0.33   1.03   1.39   1.89  -1.44  -0.67  -0.33   0.85   0.97   0.27  -0.40  -0.64  -1.05   0.24   0.13  -0.60  -0.23   0.81   0.50   0.42   0.52   0.30   0.39   1.29   0.72   0.37   0.28   0.23   0.87   1.78   0.63   0.22   0.14  -0.02  -0.11  -1.22  -0.47  -0.16  -0.01  -0.49  -0.36  -1.60  -1.27  -0.54  -0.31  -0.62  -0.79  -0.51  -0.39 
  0.36   0.11  -0.02  -0.33   0.46   0.40   0.50   0.25  -0.38  -0.53   0.88   0.92   0.43  -0.02  -0.93  -0.78   0.98   1.04   1.78   0.29  -2.45  -0.97   0.61   1.03   0.54  -0.06  -0.90  -1.41   0.46   0.21  -0.12  -0.33   0.95   0.64   0.72   0.74   0.35   0.37   1.27   1.14   0.59   0.56   0.20   0.56   1.45   1.83   0.89   0.84  -0.02  -0.07  -0.59  -1.76  -1.03  -0.16  -0.42  -0.38  -1.40  -1.82  -1.11  -0.75  -0.42  -1.05  -1.39  -0.95 
  0.27   0.08  -0.02  -0.20   0.29   0.31   0.07   0.14  -0.32  -0.45   0.71   0.97   0.20  -0.01  -0.79  -0.61   0.88   1.43   1.49  -0.20  -1.83  -0.68   0.88   1.22   1.21  -0.43  -1.26  -1.58   0.61   0.63  -0.19  -0.60   0.62   0.51   0.52   0.48   0.35   0.31   1.17   0.77   0.46   0.44   0.18   0.65   1.12   1.22   0.77   0.48   0.04   0.17   0.33   1.13   0.19   0.02  -0.25  -0.18  -0.93  -1.91  -0.62  -0.49  -0.70  -1.35  -1.77  -0.99 
  0.20   0.03  -0.09  -0.16   0.37   0.13   0.06  -0.24  -0.20  -0.27   0.73   0.62  -0.03  -0.27  -0.55  -0.30   0.87   0.94   0.25  -1.20  -0.83  -0.42   0.90   1.70  -0.01  -0.83  -1.07  -1.23   0.70   0.12  -0.63  -0.55   0.46   0.41   0.34   0.33   0.26   0.36   0.76   0.74   0.28   0.28   0.32   0.96   1.21   0.45   0.25   0.51   0.08   0.46   1.82   1.06   0.36   0.03  -0.15  -0.32  -1.38  -0.92  -0.36  -0.20  -1.18  -1.73  -1.25  -0.31 
  0.25  -0.04  -0.03  -0.25   0.53   0.21  -0.18  -0.39  -0.24  -0.25   1.23   0.86  -0.20  -0.44  -0.67  -0.27   1.70   1.65  -1.79  -1.34  -1.03  -0.33   1.11   1.42  -1.13  -0.58  -1.04  -0.79   0.40  -0.14  -0.66  -0.21   1.02   0.54   0.39   0.24   0.67   0.59   1.36   0.66   0.29   0.14   0.63   1.88   1.18   0.32   0.15   0.16  -0.16  -0.17  -0.30  -0.05  -0.26  -0.04  -0.71  -1.62  -1.78  -0.68  -0.16  -0.06  -1.55  -1.31  -0.71  -0.18 
  0.43  -0.00  -0.30  -0.46   0.89   0.75  -0.09  -1.03  -0.43  -0.59   1.50   2.45  -1.59  -1.15  -0.60  -0.45   1.61   1.70  -0.58  -1.10  -0.79  -0.37   1.10   0.64  -0.41  -0.27  -0.68  -0.66   0.29  -0.06  -0.68  -0.26   1.61   1.43   0.75   0.66   0.75   1.27   1.62   0.93   0.26   0.24   0.35   0.90   1.48   0.28   0.08   0.03  -0.29  -0.78  -1.97  -0.40  -0.49  -0.07  -0.79  -1.18  -1.38  -0.77  -0.36  -0.28  -1.00  -0.94  -0.43  -0.31 
  0.65   0.14  -0.20  -0.95   0.71   0.70   1.10  -0.60  -0.71  -0.77   1.18   1.86   1.25  -2.22  -1.32  -0.69   0.96   1.38   0.79  -0.80  -1.23  -0.48   0.50   0.86   0.10  -0.25  -0.55  -0.82   0.25   0.11  -0.17  -0.24   0.96   1.14   1.17   1.28   0.44   0.61   1.71   1.75   0.59   0.35   0.17   0.21   0.56   0.45  -0.00  -0.00  -0.15  -0.41  -1.48  -1.41  -1.10  -0.16  -0.36  -0.39  -0.70  -1.06  -0.42  -0.45  -0.51  -0.49  -0.48  -0.36 
  0.36   0.21   0.03  -0.44   0.39   0.35   0.94   0.07  -0.25  -0.56   0.86   1.09   1.14   0.40  -0.03  -1.06   0.82   0.91   0.76   0.47   0.88  -2.03   0.70   0.79   0.36   0.66  -0.06  -1.43   0.26   0.21   0.03   0.04   0.49   0.54   0.74   0.91   0.21   0.27   1.13   1.20   0.74   0.80   0.09   0.14   0.09   0.73   1.57   1.21  -0.01  -0.13  -0.20  -0.50  -1.46  -0.93  -0.29  -0.25  -0.52  -1.13  -0.81  -1.72  -0.19  -0.38  -0.55  -0.93 
  0.25   0.09   0.03  -0.18   0.25   0.26   0.41   0.22  -0.10  -0.32   0.42   0.57   0.22   0.49   0.22  -0.68   0.57   0.69   1.21   1.01   0.08  -1.92   0.56   0.84   0.64   1.86  -0.69  -2.38   0.45   0.65   0.50  -0.13   0.39   0.37   0.44   0.53   0.15   0.23   0.77   1.05   0.55   0.61   0.15   0.24   0.30   0.68   1.46   1.34   0.06   0.01   0.14   0.63   1.86   0.17  -0.15  -0.12  -0.25  -1.29  -2.18  -1.35  -0.30  -0.78  -1.55  -2.29 
  0.13   0.01  -0.06  -0.01   0.25   0.16   0.09   0.38  -0.17  -0.28   0.62   0.69   0.13   0.06  -0.24  -0.42   0.56   1.13   1.08   0.48  -0.57  -0.71   0.55   1.03   0.72   1.92  -1.43  -1.96   0.63   1.48   1.68  -2.55   0.50   0.30   0.38   0.38   0.22   0.12   0.63   0.46   0.35   0.35   0.22   0.31   0.45   0.48   0.38   0.70   0.04   0.22   0.35   1.07   1.26   0.35  -0.07  -0.03   0.08   1.32   0.70  -0.00  -0.06  -1.13  -2.03  -2.20 
